Framework&en_i&hi_i&te_i&ar_r&de_r&en_r&es_r&fr_r&it_r&zh_r
stanza_llama3&48.0&44.5&29.8&33.5&35.0&32.3&31.6&30.5&34.0&36.1
trankit_llama3&46.2&42.8&29.5&33.1&35.2&35.6&31.4&28.7&30.3&35.3
stanza_mistral&50.8&38.5&10.3&39.1&39.5&40.9&37.1&36.6&40.2&36.7
trankit_mistral&50.9&38.3&11.2&39.3&39.7&39.3&36.3&36.9&37.8&38.1
stanza_qwen&44.7&45.4&28.6&42.1&32.8&39.8&37.3&33.6&38.4&40.4
trankit_qwen&44.0&45.9&26.6&39.9&36.0&35.4&39.4&34.7&38.6&34.5
