src,tgt,dep_model,gnn_model,ml_model,seed,f1
es,fr,stanza,rgcn,mbert-base,15123,0.8010559363389366
es,fr,stanza,rgat,mbert-base,15123,0.7599013817787126
es,fr,trankit,rgcn,mbert-base,15123,0.7585627908281634
es,fr,trankit,rgat,mbert-base,15123,0.7776098639282354
es,fr,None,None,mbert-base,15123,0.7695719868119602
es,fr,stanza,rgcn,mbert-base,98105,0.7735940464403203
es,fr,stanza,rgat,mbert-base,98105,0.781929582413653
es,fr,trankit,rgcn,mbert-base,98105,0.7815397078566104
es,fr,trankit,rgat,mbert-base,98105,0.7922589650463868
es,fr,None,None,mbert-base,98105,0.7641336116352211
es,fr,stanza,rgcn,mbert-base,98109,0.8154469615639921
es,fr,stanza,rgat,mbert-base,98109,0.7781965204202222
es,fr,trankit,rgcn,mbert-base,98109,0.8071068512597666
es,fr,trankit,rgat,mbert-base,98109,0.7885531566334691
es,fr,None,None,mbert-base,98109,0.7521173437596529
es,fr,stanza,rgcn,mbert-base,15232,0.8342981209041502
es,fr,stanza,rgat,mbert-base,15232,0.7655670915813129
es,fr,trankit,rgcn,mbert-base,15232,0.7857031967669319
es,fr,trankit,rgat,mbert-base,15232,0.7698807473365324
es,fr,None,None,mbert-base,15232,0.7598736376787165
es,fr,stanza,rgcn,xlmr-base,11737,0.7305959914545351
es,fr,stanza,rgat,xlmr-base,11737,0.766533377534561
es,fr,trankit,rgcn,xlmr-base,11737,0.7807954544997876
es,fr,trankit,rgat,xlmr-base,11737,0.7743877000936189
es,fr,None,None,xlmr-base,11737,0.7389629879628676
es,fr,stanza,rgcn,xlmr-base,15123,0.7511273795738622
es,fr,stanza,rgat,xlmr-base,15123,0.7424223120344016
es,fr,trankit,rgcn,xlmr-base,15123,0.7485280034772435
es,fr,trankit,rgat,xlmr-base,15123,0.7205016591503773
es,fr,None,None,xlmr-base,15123,0.7424443811630648
es,fr,stanza,rgcn,xlmr-base,98105,0.755054347824474
es,fr,stanza,rgat,xlmr-base,98105,0.7399740506415465
es,fr,trankit,rgcn,xlmr-base,98105,0.7395751939666437
es,fr,trankit,rgat,xlmr-base,98105,0.7369753175794163
es,fr,None,None,xlmr-base,98105,0.6884848634954186
es,fr,stanza,rgcn,xlmr-base,98109,0.7224630435160498
es,fr,stanza,rgat,xlmr-base,98109,0.721224069375741
es,fr,trankit,rgcn,xlmr-base,98109,0.7482726789144147
es,fr,trankit,rgat,xlmr-base,98109,0.7465778770232665
es,fr,None,None,xlmr-base,98109,0.7486048459786036
es,fr,stanza,rgcn,xlmr-base,15232,0.7473714085159153
es,fr,stanza,rgat,xlmr-base,15232,0.7481305257021253
es,fr,trankit,rgcn,xlmr-base,15232,0.7132111291855775
es,fr,trankit,rgat,xlmr-base,15232,0.7645029017628798
es,fr,None,None,xlmr-base,15232,0.7136878482425901
es,it,stanza,rgcn,mbert-base,11737,0.7543160128466718
es,it,stanza,rgat,mbert-base,11737,0.7822097747320927
es,it,trankit,rgcn,mbert-base,11737,0.7545339597996885
es,it,trankit,rgat,mbert-base,11737,0.7435017333397298
es,it,None,None,mbert-base,11737,0.7709108191496709
es,it,stanza,rgcn,mbert-base,15123,0.7154773463336324
es,it,stanza,rgat,mbert-base,15123,0.7832091175143736
es,it,trankit,rgcn,mbert-base,15123,0.7714565624308365
es,it,trankit,rgat,mbert-base,15123,0.7838459009702354
es,it,None,None,mbert-base,15123,0.7643941467859254
es,it,stanza,rgcn,mbert-base,98105,0.7942294219640905
es,it,stanza,rgat,mbert-base,98105,0.7396848971384236
es,it,trankit,rgcn,mbert-base,98105,0.7393386933510147
es,it,trankit,rgat,mbert-base,98105,0.7702345231552681
es,it,None,None,mbert-base,98105,0.7327770907797567
es,it,stanza,rgcn,mbert-base,98109,0.7719468635571274
es,it,stanza,rgat,mbert-base,98109,0.7537670788918028
es,it,trankit,rgcn,mbert-base,98109,0.7607785478665527
es,it,trankit,rgat,mbert-base,98109,0.7948927308814371
es,it,None,None,mbert-base,98109,0.7475817282134225
es,it,stanza,rgcn,mbert-base,15232,0.7612507609087357
es,it,stanza,rgat,mbert-base,15232,0.7554287306821081
es,it,trankit,rgcn,mbert-base,15232,0.7582215397925967
es,it,trankit,rgat,mbert-base,15232,0.7683243680857004
es,it,None,None,mbert-base,15232,0.7571526714051989
es,it,stanza,rgcn,xlmr-base,11737,0.6625403665917416
es,it,stanza,rgat,xlmr-base,11737,0.6741054599440965
es,it,trankit,rgcn,xlmr-base,11737,0.7205845739398821
es,it,trankit,rgat,xlmr-base,11737,0.685648713521183
es,it,None,None,xlmr-base,11737,0.7051391625255321
es,it,stanza,rgcn,xlmr-base,15123,0.6567745337498865
es,it,stanza,rgat,xlmr-base,15123,0.6181915747684361
es,it,trankit,rgcn,xlmr-base,15123,0.6758348597897044
es,it,trankit,rgat,xlmr-base,15123,0.6597932839555078
es,it,None,None,xlmr-base,15123,0.68242091431826
es,it,stanza,rgcn,xlmr-base,98105,0.6556816451619604
es,it,stanza,rgat,xlmr-base,98105,0.6909674790275929
es,it,trankit,rgcn,xlmr-base,98105,0.6980049718364771
es,it,trankit,rgat,xlmr-base,98105,0.6378166182997913
es,it,None,None,xlmr-base,98105,0.6450169652193918
es,it,stanza,rgcn,xlmr-base,98109,0.6680811739513299
es,it,stanza,rgat,xlmr-base,98109,0.6475338279619969
es,it,trankit,rgcn,xlmr-base,98109,0.6450221889916918
es,it,trankit,rgat,xlmr-base,98109,0.6958325047151236
es,it,None,None,xlmr-base,98109,0.6526079579933006
es,it,stanza,rgcn,xlmr-base,15232,0.718901407226505
es,it,stanza,rgat,xlmr-base,15232,0.7135340718971549
es,it,trankit,rgcn,xlmr-base,15232,0.6692453801665471
es,it,trankit,rgat,xlmr-base,15232,0.6387498380792913
es,it,None,None,xlmr-base,15232,0.7148292465969062
es,de,stanza,rgcn,mbert-base,11737,0.779447691456187
es,de,stanza,rgat,mbert-base,11737,0.7572839869147967
es,de,trankit,rgcn,mbert-base,11737,0.7853017391961594
es,de,trankit,rgat,mbert-base,11737,0.7651211955842596
es,de,None,None,mbert-base,11737,0.7240394699985463
es,de,stanza,rgcn,mbert-base,15123,0.7342235087599822
es,de,stanza,rgat,mbert-base,15123,0.7459299026891411
es,de,trankit,rgcn,mbert-base,15123,0.7666343370087985
es,de,trankit,rgat,mbert-base,15123,0.7289243178921381
es,de,None,None,mbert-base,15123,0.7341709640832146
es,de,stanza,rgcn,mbert-base,98105,0.7302014592807522
es,de,stanza,rgat,mbert-base,98105,0.7485113574352651
es,de,trankit,rgcn,mbert-base,98105,0.7566773211884463
es,de,trankit,rgat,mbert-base,98105,0.7812709902706312
es,de,None,None,mbert-base,98105,0.7685787953325347
es,de,stanza,rgcn,mbert-base,98109,0.7780865464838289
es,de,stanza,rgat,mbert-base,98109,0.7569292140273534
es,de,trankit,rgcn,mbert-base,98109,0.7616549618612889
es,de,trankit,rgat,mbert-base,98109,0.7837400507670178
es,de,None,None,mbert-base,98109,0.7552921655658824
es,de,stanza,rgcn,mbert-base,15232,0.7504730341135855
es,de,stanza,rgat,mbert-base,15232,0.7709453489963831
es,de,trankit,rgcn,mbert-base,15232,0.7374750375334203
es,de,trankit,rgat,mbert-base,15232,0.7584790107020202
es,de,None,None,mbert-base,15232,0.7532764367376058
es,de,stanza,rgcn,xlmr-base,11737,0.6717265996187975
es,de,stanza,rgat,xlmr-base,11737,0.6726121118061603
es,de,trankit,rgcn,xlmr-base,11737,0.7352362286626128
es,de,trankit,rgat,xlmr-base,11737,0.6506460226962545
es,de,None,None,xlmr-base,11737,0.6976361484281114
es,de,stanza,rgcn,xlmr-base,15123,0.6600203220530337
es,de,stanza,rgat,xlmr-base,15123,0.6551366924746413
es,de,trankit,rgcn,xlmr-base,15123,0.6778838818178291
es,de,trankit,rgat,xlmr-base,15123,0.695535688735368
es,de,None,None,xlmr-base,15123,0.7151523024741322
es,de,stanza,rgcn,xlmr-base,98105,0.667405080036312
es,de,stanza,rgat,xlmr-base,98105,0.6689470520168113
es,de,trankit,rgcn,xlmr-base,98105,0.6613633125227438
es,de,trankit,rgat,xlmr-base,98105,0.7058675049713705
es,de,None,None,xlmr-base,98105,0.6403744419920461
es,de,stanza,rgcn,xlmr-base,98109,0.6406041194162099
es,de,stanza,rgat,xlmr-base,98109,0.6639483217759536
es,de,trankit,rgcn,xlmr-base,98109,0.6555514276312102
es,de,trankit,rgat,xlmr-base,98109,0.6386447253486871
es,de,None,None,xlmr-base,98109,0.7054563108461229
es,de,stanza,rgcn,xlmr-base,15232,0.6808718074322222
es,de,stanza,rgat,xlmr-base,15232,0.6763621164021699
es,de,trankit,rgcn,xlmr-base,15232,0.6858764273427368
es,de,trankit,rgat,xlmr-base,15232,0.658474474383447
es,de,None,None,xlmr-base,15232,0.6725235820740929
es,ar,stanza,rgcn,mbert-base,11737,0.7390361380917861
es,ar,stanza,rgat,mbert-base,11737,0.7482896387733469
es,ar,trankit,rgcn,mbert-base,11737,0.7370415778550763
es,ar,trankit,rgat,mbert-base,11737,0.7157117684620675
es,ar,None,None,mbert-base,11737,0.6932959488958477
es,ar,stanza,rgcn,mbert-base,15123,0.6721844539788023
es,ar,stanza,rgat,mbert-base,15123,0.7066053703387001
es,ar,trankit,rgcn,mbert-base,15123,0.7285449699103853
es,ar,trankit,rgat,mbert-base,15123,0.7154156066960424
es,ar,None,None,mbert-base,15123,0.6800155823193912
es,ar,stanza,rgcn,mbert-base,98105,0.6783351028930723
es,ar,stanza,rgat,mbert-base,98105,0.7273445682660041
es,ar,trankit,rgcn,mbert-base,98105,0.7333721123183694
es,ar,trankit,rgat,mbert-base,98105,0.7192190386729795
es,ar,None,None,mbert-base,98105,0.701212276847252
es,ar,stanza,rgcn,mbert-base,98109,0.727411092999869
es,ar,stanza,rgat,mbert-base,98109,0.7305956023481261
es,ar,trankit,rgcn,mbert-base,98109,0.7094199148325434
es,ar,trankit,rgat,mbert-base,98109,0.7433804432129609
es,ar,None,None,mbert-base,98109,0.7315461821187301
es,ar,stanza,rgcn,mbert-base,15232,0.7307246036820336
es,ar,stanza,rgat,mbert-base,15232,0.6992479450091966
es,ar,trankit,rgcn,mbert-base,15232,0.7067647484291498
es,ar,trankit,rgat,mbert-base,15232,0.7072758927166799
es,ar,None,None,mbert-base,15232,0.6835710493450358
es,ar,stanza,rgcn,xlmr-base,11737,0.6213929227663442
es,ar,stanza,rgat,xlmr-base,11737,0.5987823228904168
es,ar,trankit,rgcn,xlmr-base,11737,0.6285680114239729
es,ar,trankit,rgat,xlmr-base,11737,0.5976806619813043
es,ar,None,None,xlmr-base,11737,0.6209669853832452
es,ar,stanza,rgcn,xlmr-base,15123,0.5871198370089413
es,ar,stanza,rgat,xlmr-base,15123,0.5750215937306346
es,ar,trankit,rgcn,xlmr-base,15123,0.6725321215687718
es,ar,trankit,rgat,xlmr-base,15123,0.5777898094980134
es,ar,None,None,xlmr-base,15123,0.6008314522652235
es,ar,stanza,rgcn,xlmr-base,98105,0.6333527661354059
es,ar,stanza,rgat,xlmr-base,98105,0.5927826336881661
es,ar,trankit,rgcn,xlmr-base,98105,0.6218561043652827
es,ar,trankit,rgat,xlmr-base,98105,0.6119813903939532
es,ar,None,None,xlmr-base,98105,0.5848945681304967
es,ar,stanza,rgcn,xlmr-base,98109,0.6034249735616644
es,ar,stanza,rgat,xlmr-base,98109,0.5852154681469834
es,ar,trankit,rgcn,xlmr-base,98109,0.5618661267520446
es,ar,trankit,rgat,xlmr-base,98109,0.5560564822420678
es,ar,None,None,xlmr-base,98109,0.674843614342494
es,ar,stanza,rgcn,xlmr-base,15232,0.593299010563317
es,ar,stanza,rgat,xlmr-base,15232,0.6243533187152661
es,ar,trankit,rgcn,xlmr-base,15232,0.6271327398595054
es,ar,trankit,rgat,xlmr-base,15232,0.5904942601404681
es,ar,None,None,xlmr-base,15232,0.5450711546091211
es,zh,stanza,rgcn,mbert-base,11737,0.6959843737180864
es,zh,stanza,rgat,mbert-base,11737,0.7188586799185481
es,zh,trankit,rgcn,mbert-base,11737,0.6996584068368146
es,zh,trankit,rgat,mbert-base,11737,0.7049135555140704
es,zh,None,None,mbert-base,11737,0.6645565074504052
es,zh,stanza,rgcn,mbert-base,15123,0.6702370190543674
es,zh,stanza,rgat,mbert-base,15123,0.662400072507837
es,zh,trankit,rgcn,mbert-base,15123,0.660060590153295
es,zh,trankit,rgat,mbert-base,15123,0.6837521824809173
es,zh,None,None,mbert-base,15123,0.7050705351059375
es,zh,stanza,rgcn,mbert-base,98105,0.6963328346084681
es,zh,stanza,rgat,mbert-base,98105,0.6851497680532073
es,zh,trankit,rgcn,mbert-base,98105,0.7369621524869108
es,zh,trankit,rgat,mbert-base,98105,0.6467102229714718
es,zh,None,None,mbert-base,98105,0.6965426629741813
es,zh,stanza,rgcn,mbert-base,98109,0.6829113750177946
es,zh,stanza,rgat,mbert-base,98109,0.6777260094096698
es,zh,trankit,rgcn,mbert-base,98109,0.7084783872461219
es,zh,trankit,rgat,mbert-base,98109,0.7471969210022142
es,zh,None,None,mbert-base,98109,0.722681919670782
es,zh,stanza,rgcn,mbert-base,15232,0.6805282254467533
es,zh,stanza,rgat,mbert-base,15232,0.6878628581076897
es,zh,trankit,rgcn,mbert-base,15232,0.6556142810188342
es,zh,trankit,rgat,mbert-base,15232,0.6805383040510325
es,zh,None,None,mbert-base,15232,0.6945363579924514
es,zh,stanza,rgcn,xlmr-base,11737,0.5874165862437803
es,zh,stanza,rgat,xlmr-base,11737,0.6372669363933032
es,zh,trankit,rgcn,xlmr-base,11737,0.6933270331318728
es,zh,trankit,rgat,xlmr-base,11737,0.5974258207899059
es,zh,None,None,xlmr-base,11737,0.6319996471603998
es,zh,stanza,rgcn,xlmr-base,15123,0.5703137959774192
es,zh,stanza,rgat,xlmr-base,15123,0.5924413367266885
es,zh,trankit,rgcn,xlmr-base,15123,0.6373561725580233
es,zh,trankit,rgat,xlmr-base,15123,0.5930084145993485
es,zh,None,None,xlmr-base,15123,0.6702197837966576
es,zh,stanza,rgcn,xlmr-base,98105,0.6441289660066242
es,zh,stanza,rgat,xlmr-base,98105,0.6032576879330943
es,zh,trankit,rgcn,xlmr-base,98105,0.6367666995608754
es,zh,trankit,rgat,xlmr-base,98105,0.6543063972183674
es,zh,None,None,xlmr-base,98105,0.6304161171249393
es,zh,stanza,rgcn,xlmr-base,98109,0.6161768444770945
es,zh,stanza,rgat,xlmr-base,98109,0.5574241649234108
es,zh,trankit,rgcn,xlmr-base,98109,0.5711409149344735
es,zh,trankit,rgat,xlmr-base,98109,0.5659782204747483
es,zh,None,None,xlmr-base,98109,0.673318153748281
es,zh,stanza,rgcn,xlmr-base,15232,0.6127891834171997
es,zh,stanza,rgat,xlmr-base,15232,0.6445412084616418
es,zh,trankit,rgcn,xlmr-base,15232,0.6126034894062196
es,zh,trankit,rgat,xlmr-base,15232,0.6220250563166665
es,zh,None,None,xlmr-base,15232,0.6171832130893382
fr,en,stanza,rgcn,mbert-base,11737,0.7619296518933419
fr,en,stanza,rgat,mbert-base,11737,0.757729019023248
fr,en,trankit,rgcn,mbert-base,11737,0.7686956385442336
fr,en,trankit,rgat,mbert-base,11737,0.7943384757101531
fr,en,None,None,mbert-base,11737,0.798677350251711
fr,en,stanza,rgcn,mbert-base,15123,0.7594295310524617
fr,en,stanza,rgat,mbert-base,15123,0.7649728686922898
fr,en,trankit,rgcn,mbert-base,15123,0.7655875269705431
fr,en,trankit,rgat,mbert-base,15123,0.7458148203427772
fr,en,None,None,mbert-base,15123,0.7271893881294818
fr,en,stanza,rgcn,mbert-base,98105,0.7440628523839572
fr,en,stanza,rgat,mbert-base,98105,0.8070799601637726
fr,en,trankit,rgcn,mbert-base,98105,0.7871246241467982
fr,en,trankit,rgat,mbert-base,98105,0.7976356606918925
fr,en,None,None,mbert-base,98105,0.6988273678154007
fr,en,stanza,rgcn,mbert-base,98109,0.7698388500345142
fr,en,stanza,rgat,mbert-base,98109,0.7901789865650495
fr,en,trankit,rgcn,mbert-base,98109,0.7883467449387436
fr,en,trankit,rgat,mbert-base,98109,0.8121285724250368
fr,en,None,None,mbert-base,98109,0.7718400849621996
fr,en,stanza,rgcn,mbert-base,15232,0.7649765653226055
fr,en,stanza,rgat,mbert-base,15232,0.8029955847671326
fr,en,trankit,rgcn,mbert-base,15232,0.7825097197311486
fr,en,trankit,rgat,mbert-base,15232,0.7606149788536007
fr,en,None,None,mbert-base,15232,0.7171014053777156
fr,en,stanza,rgcn,xlmr-base,11737,0.6670471289485267
fr,en,stanza,rgat,xlmr-base,11737,0.68014355814276
fr,en,trankit,rgcn,xlmr-base,11737,0.6685950036739972
fr,en,trankit,rgat,xlmr-base,11737,0.7356786927210878
fr,en,None,None,xlmr-base,11737,0.7200297143596592
fr,en,stanza,rgcn,xlmr-base,15123,0.7537666569919419
fr,en,stanza,rgat,xlmr-base,15123,0.6550382393774186
fr,en,trankit,rgcn,xlmr-base,15123,0.7020824918434159
fr,en,trankit,rgat,xlmr-base,15123,0.7119406812819176
fr,en,None,None,xlmr-base,15123,0.7155140442979434
fr,en,stanza,rgcn,xlmr-base,98105,0.7563049698280593
fr,en,stanza,rgat,xlmr-base,98105,0.6678093624557166
fr,en,trankit,rgcn,xlmr-base,98105,0.6540284378588769
fr,en,trankit,rgat,xlmr-base,98105,0.6812626623815832
fr,en,None,None,xlmr-base,98105,0.6982376314154379
fr,en,stanza,rgcn,xlmr-base,98109,0.7186921606842578
fr,en,stanza,rgat,xlmr-base,98109,0.7144987781705336
fr,en,trankit,rgcn,xlmr-base,98109,0.6967347912355131
fr,en,trankit,rgat,xlmr-base,98109,0.7019061538765956
fr,en,None,None,xlmr-base,98109,0.627729222139749
fr,en,stanza,rgcn,xlmr-base,15232,0.6684823825541224
fr,en,stanza,rgat,xlmr-base,15232,0.7082927376190246
fr,en,trankit,rgcn,xlmr-base,15232,0.7019853026076625
fr,en,trankit,rgat,xlmr-base,15232,0.706725112911976
fr,en,None,None,xlmr-base,15232,0.6602684037100301
fr,es,stanza,rgcn,mbert-base,11737,0.8171601122547223
fr,es,stanza,rgat,mbert-base,11737,0.8083062157315171
fr,es,trankit,rgcn,mbert-base,11737,0.8526968826160526
fr,es,trankit,rgat,mbert-base,11737,0.8185361085461478
fr,es,None,None,mbert-base,11737,0.8172236815465778
fr,es,stanza,rgcn,mbert-base,15123,0.8090232108845096
fr,es,stanza,rgat,mbert-base,15123,0.7815824528163414
fr,es,trankit,rgcn,mbert-base,15123,0.8037599774548838
fr,es,trankit,rgat,mbert-base,15123,0.7649598572203976
fr,es,None,None,mbert-base,15123,0.7856898347180881
fr,es,stanza,rgcn,mbert-base,98105,0.799252940802988
fr,es,stanza,rgat,mbert-base,98105,0.8262565814859624
fr,es,trankit,rgcn,mbert-base,98105,0.8138299096121676
fr,es,trankit,rgat,mbert-base,98105,0.8038966614048328
fr,es,None,None,mbert-base,98105,0.8096171318905598
fr,es,stanza,rgcn,mbert-base,98109,0.8347806205171897
fr,es,stanza,rgat,mbert-base,98109,0.788393891592323
fr,es,trankit,rgcn,mbert-base,98109,0.8100228284516648
fr,es,trankit,rgat,mbert-base,98109,0.7649992471465237
fr,es,None,None,mbert-base,98109,0.765550698673763
fr,es,stanza,rgcn,mbert-base,15232,0.8097513153960993
fr,es,stanza,rgat,mbert-base,15232,0.8297391222781141
fr,es,trankit,rgcn,mbert-base,15232,0.832714066141752
fr,es,trankit,rgat,mbert-base,15232,0.7696015025427106
fr,es,None,None,mbert-base,15232,0.7743785544818067
fr,es,stanza,rgcn,xlmr-base,11737,0.7351557852826295
fr,es,stanza,rgat,xlmr-base,11737,0.7232501756234601
fr,es,trankit,rgcn,xlmr-base,11737,0.7286601138901763
fr,es,trankit,rgat,xlmr-base,11737,0.7390426507245415
fr,es,None,None,xlmr-base,11737,0.7583625775503052
fr,es,stanza,rgcn,xlmr-base,15123,0.7554983845020669
fr,es,stanza,rgat,xlmr-base,15123,0.722566403600512
fr,es,trankit,rgcn,xlmr-base,15123,0.7499020021527044
fr,es,trankit,rgat,xlmr-base,15123,0.7522799485910813
fr,es,None,None,xlmr-base,15123,0.7453758478282168
fr,es,stanza,rgcn,xlmr-base,98105,0.7270574931955893
fr,es,stanza,rgat,xlmr-base,98105,0.700377748310453
fr,es,trankit,rgcn,xlmr-base,98105,0.7379912299698563
fr,es,trankit,rgat,xlmr-base,98105,0.7236282130741518
fr,es,None,None,xlmr-base,98105,0.7460604902654095
fr,es,stanza,rgcn,xlmr-base,98109,0.7290073903072255
fr,es,stanza,rgat,xlmr-base,98109,0.7374704640037248
fr,es,trankit,rgcn,xlmr-base,98109,0.7174547841396091
fr,es,trankit,rgat,xlmr-base,98109,0.7583317564872454
fr,es,None,None,xlmr-base,98109,0.7465646074298382
fr,es,stanza,rgcn,xlmr-base,15232,0.7310590029114284
fr,es,stanza,rgat,xlmr-base,15232,0.7559493467166284
fr,es,trankit,rgcn,xlmr-base,15232,0.744792463361013
fr,es,trankit,rgat,xlmr-base,15232,0.7682117019029617
fr,es,None,None,xlmr-base,15232,0.7343490250637577
fr,fr,stanza,rgcn,mbert-base,11737,0.7614455271254728
fr,fr,stanza,rgat,mbert-base,11737,0.794868019757614
fr,fr,trankit,rgcn,mbert-base,11737,0.8041983390537106
fr,fr,trankit,rgat,mbert-base,11737,0.7994587286845788
fr,fr,None,None,mbert-base,11737,0.7847579016403726
fr,fr,stanza,rgcn,mbert-base,15123,0.7857496543614934
fr,fr,stanza,rgat,mbert-base,15123,0.7702101993786683
fr,fr,trankit,rgcn,mbert-base,15123,0.7866177534708553
fr,fr,trankit,rgat,mbert-base,15123,0.7650825546928914
fr,fr,None,None,mbert-base,15123,0.7834459117203638
fr,fr,stanza,rgcn,mbert-base,98105,0.7635371793984077
fr,fr,stanza,rgat,mbert-base,98105,0.7926070060383041
fr,fr,trankit,rgcn,mbert-base,98105,0.8000860083275753
fr,fr,trankit,rgat,mbert-base,98105,0.803835393218741
fr,fr,None,None,mbert-base,98105,0.7802409304481586
fr,fr,stanza,rgcn,mbert-base,98109,0.7931962935101738
fr,fr,stanza,rgat,mbert-base,98109,0.7987323895771818
fr,fr,trankit,rgcn,mbert-base,98109,0.818122206565961
fr,fr,trankit,rgat,mbert-base,98109,0.8026185885197038
fr,fr,None,None,mbert-base,98109,0.7909670691137767
fr,fr,stanza,rgcn,mbert-base,15232,0.8106139659226707
fr,fr,stanza,rgat,mbert-base,15232,0.8034443669293718
fr,fr,trankit,rgcn,mbert-base,15232,0.7975453477680727
fr,fr,trankit,rgat,mbert-base,15232,0.7930974560083027
fr,fr,None,None,mbert-base,15232,0.7761098071962503
fr,fr,stanza,rgcn,xlmr-base,11737,0.7769735021127859
fr,fr,stanza,rgat,xlmr-base,11737,0.7372911650717036
fr,fr,trankit,rgcn,xlmr-base,11737,0.7260528840430813
fr,fr,trankit,rgat,xlmr-base,11737,0.7481439857572564
fr,fr,None,None,xlmr-base,11737,0.7740942526092864
fr,fr,stanza,rgcn,xlmr-base,15123,0.7557842383891075
fr,fr,stanza,rgat,xlmr-base,15123,0.7380006539634323
fr,fr,trankit,rgcn,xlmr-base,15123,0.7554013916016321
fr,fr,trankit,rgat,xlmr-base,15123,0.7226006048019837
fr,fr,None,None,xlmr-base,15123,0.7637540582098281
fr,fr,stanza,rgcn,xlmr-base,98105,0.7677498432112528
fr,fr,stanza,rgat,xlmr-base,98105,0.7119181351190205
fr,fr,trankit,rgcn,xlmr-base,98105,0.7296188061089879
fr,fr,trankit,rgat,xlmr-base,98105,0.7406100114108198
fr,fr,None,None,xlmr-base,98105,0.7495564793222423
fr,fr,stanza,rgcn,xlmr-base,98109,0.7544527512561784
fr,fr,stanza,rgat,xlmr-base,98109,0.7576762254112275
fr,fr,trankit,rgcn,xlmr-base,98109,0.7326649160480473
fr,fr,trankit,rgat,xlmr-base,98109,0.7539179090119184
fr,fr,None,None,xlmr-base,98109,0.7303731513839471
fr,fr,stanza,rgcn,xlmr-base,15232,0.728628010187635
fr,fr,stanza,rgat,xlmr-base,15232,0.7335614020884218
fr,fr,trankit,rgcn,xlmr-base,15232,0.7529861315156524
fr,fr,trankit,rgat,xlmr-base,15232,0.7489156871285286
fr,fr,None,None,xlmr-base,15232,0.745156589593016
fr,it,stanza,rgcn,mbert-base,11737,0.7836382846026402
fr,it,stanza,rgat,mbert-base,11737,0.7830407231146308
fr,it,trankit,rgcn,mbert-base,11737,0.7370189692536379
fr,it,trankit,rgat,mbert-base,11737,0.7621724706740385
fr,it,None,None,mbert-base,11737,0.7972378865425527
fr,it,stanza,rgcn,mbert-base,15123,0.7677477624515323
fr,it,stanza,rgat,mbert-base,15123,0.7369219016395347
fr,it,trankit,rgcn,mbert-base,15123,0.7864792025120421
fr,it,trankit,rgat,mbert-base,15123,0.7448862991480828
fr,it,None,None,mbert-base,15123,0.7560086916179367
fr,it,stanza,rgcn,mbert-base,98105,0.7479902015955653
fr,it,stanza,rgat,mbert-base,98105,0.7684339135830761
fr,it,trankit,rgcn,mbert-base,98105,0.7654859928327185
fr,it,trankit,rgat,mbert-base,98105,0.7861323727973475
fr,it,None,None,mbert-base,98105,0.7492767986919162
fr,it,stanza,rgcn,mbert-base,98109,0.7637393803710092
fr,it,stanza,rgat,mbert-base,98109,0.758344630901595
fr,it,trankit,rgcn,mbert-base,98109,0.7736492739266784
fr,it,trankit,rgat,mbert-base,98109,0.7489025828287563
fr,it,None,None,mbert-base,98109,0.7539414381933578
fr,it,stanza,rgcn,mbert-base,15232,0.7791529986947188
fr,it,stanza,rgat,mbert-base,15232,0.7538331383504799
fr,it,trankit,rgcn,mbert-base,15232,0.8013411327653435
fr,it,trankit,rgat,mbert-base,15232,0.7130758145907827
fr,it,None,None,mbert-base,15232,0.7268386027784104
fr,it,stanza,rgcn,xlmr-base,11737,0.7014626778757399
fr,it,stanza,rgat,xlmr-base,11737,0.6319686420948564
fr,it,trankit,rgcn,xlmr-base,11737,0.6943478918056741
fr,it,trankit,rgat,xlmr-base,11737,0.6727099078995816
fr,it,None,None,xlmr-base,11737,0.6695950975390841
fr,it,stanza,rgcn,xlmr-base,15123,0.7019870453875058
fr,it,stanza,rgat,xlmr-base,15123,0.6517092411531731
fr,it,trankit,rgcn,xlmr-base,15123,0.6788258165271442
fr,it,trankit,rgat,xlmr-base,15123,0.6406595567409804
fr,it,None,None,xlmr-base,15123,0.6938840653203601
fr,it,stanza,rgcn,xlmr-base,98105,0.6463294273867236
fr,it,stanza,rgat,xlmr-base,98105,0.6442493569907696
fr,it,trankit,rgcn,xlmr-base,98105,0.6331201233481204
fr,it,trankit,rgat,xlmr-base,98105,0.680667397679861
fr,it,None,None,xlmr-base,98105,0.6924222352287671
fr,it,stanza,rgcn,xlmr-base,98109,0.6887716374910213
fr,it,stanza,rgat,xlmr-base,98109,0.671777310274994
fr,it,trankit,rgcn,xlmr-base,98109,0.6396816541923183
fr,it,trankit,rgat,xlmr-base,98109,0.653823031403663
fr,it,None,None,xlmr-base,98109,0.6809526922389809
fr,it,stanza,rgcn,xlmr-base,15232,0.6643241566865357
fr,it,stanza,rgat,xlmr-base,15232,0.687718290163251
fr,it,trankit,rgcn,xlmr-base,15232,0.6796677269480982
fr,it,trankit,rgat,xlmr-base,15232,0.6912758426798062
fr,it,None,None,xlmr-base,15232,0.6572365365198196
fr,de,stanza,rgcn,mbert-base,11737,0.7694405688493279
fr,de,stanza,rgat,mbert-base,11737,0.7545329860477276
fr,de,trankit,rgcn,mbert-base,11737,0.7434348904980239
fr,de,trankit,rgat,mbert-base,11737,0.7753531830520959
fr,de,None,None,mbert-base,11737,0.770166863757639
fr,de,stanza,rgcn,mbert-base,15123,0.7656425958994519
fr,de,stanza,rgat,mbert-base,15123,0.7297244752921535
