feature,src_lang,tgt_lang,connection,dep_model,ml_model,val,Dep Parse
dep_len,es,it,residual,trankit,mbert-base,Medium,-0.0018112181055617294
dep_len,es,it,residual,trankit,mbert-base,Low,0.0005585640290202143
sent_len,es,it,residual,trankit,xlmr-base,High,0.0004533110590509981
sent_len,es,it,residual,trankit,xlmr-base,Medium,-0.009843644928426043
sent_len,es,it,residual,trankit,xlmr-base,Low,0.015639380120250013
lex_len,es,it,residual,trankit,xlmr-base,High,-0.0007444718444427068
lex_len,es,it,residual,trankit,xlmr-base,Medium,0.0001242022498507689
lex_len,es,it,residual,trankit,xlmr-base,Low,0.0079076520543373
dep_len,es,it,residual,trankit,xlmr-base,High,-0.0011282183746763597
dep_len,es,it,residual,trankit,xlmr-base,Medium,-0.0015729386804402834
dep_len,es,it,residual,trankit,xlmr-base,Low,0.0015274193261207714
sent_len,es,de,residual,stanza,mbert-base,Medium,0.002601855929888486
sent_len,es,de,residual,stanza,mbert-base,Low,-0.0013613902753044638
sent_len,es,de,residual,stanza,mbert-base,High,0.00018921045381603552
lex_len,es,de,residual,stanza,mbert-base,High,-0.0003091761990668962
lex_len,es,de,residual,stanza,mbert-base,Low,0.0020286485675127253
lex_len,es,de,residual,stanza,mbert-base,Medium,-0.0025628610147595543
dep_len,es,de,residual,stanza,mbert-base,High,-0.0019157688138270457
dep_len,es,de,residual,stanza,mbert-base,Medium,-0.0037548686544816023
dep_len,es,de,residual,stanza,mbert-base,Low,0.00393150354505567
sent_len,es,de,residual,stanza,xlmr-base,Medium,-0.003324915142616014
sent_len,es,de,residual,stanza,xlmr-base,Low,0.0010330696538720652
sent_len,es,de,residual,stanza,xlmr-base,High,0.0016043884449076229
lex_len,es,de,residual,stanza,xlmr-base,High,-0.0005572325397390498
lex_len,es,de,residual,stanza,xlmr-base,Low,0.0010699496708937994
lex_len,es,de,residual,stanza,xlmr-base,Medium,0.0016041934480854891
dep_len,es,de,residual,stanza,xlmr-base,High,-0.0013402456913316207
dep_len,es,de,residual,stanza,xlmr-base,Medium,-0.003109766853554019
dep_len,es,de,residual,stanza,xlmr-base,Low,0.004208461959645748
sent_len,es,de,residual,trankit,mbert-base,Medium,0.00448108985742679
sent_len,es,de,residual,trankit,mbert-base,Low,-0.0015780809214850366
sent_len,es,de,residual,trankit,mbert-base,High,0.0006162261576362349
lex_len,es,de,residual,trankit,mbert-base,High,-0.0005361539845606389
lex_len,es,de,residual,trankit,mbert-base,Low,0.0024654655172492435
lex_len,es,de,residual,trankit,mbert-base,Medium,-0.0020051618930008175
dep_len,es,de,residual,trankit,mbert-base,High,-0.0017757386163470557
dep_len,es,de,residual,trankit,mbert-base,Medium,-0.0038797831366770286
dep_len,es,de,residual,trankit,mbert-base,Low,0.004608809435173611
sent_len,es,de,residual,trankit,xlmr-base,Medium,-0.0026574180789529223
sent_len,es,de,residual,trankit,xlmr-base,Low,0.0014732202954161888
sent_len,es,de,residual,trankit,xlmr-base,High,0.0017097347270234042
lex_len,es,de,residual,trankit,xlmr-base,High,-0.0002305001759700387
lex_len,es,de,residual,trankit,xlmr-base,Low,0.0030054165451640635
lex_len,es,de,residual,trankit,xlmr-base,Medium,-0.002602740054332031
dep_len,es,de,residual,trankit,xlmr-base,High,-0.0020234821880921183
dep_len,es,de,residual,trankit,xlmr-base,Medium,-0.0029020595074488176
dep_len,es,de,residual,trankit,xlmr-base,Low,0.004784156859462652
sent_len,es,ar,residual,stanza,mbert-base,Medium,0.0010153876011497198
sent_len,es,ar,residual,stanza,mbert-base,Low,-0.0010180062752623842
sent_len,es,ar,residual,stanza,mbert-base,High,0.0007790485332697106
lex_len,es,ar,residual,stanza,mbert-base,High,-0.00078349568936531
lex_len,es,ar,residual,stanza,mbert-base,Low,0.0012294220216826357
lex_len,es,ar,residual,stanza,mbert-base,Medium,0.0016076296206629648
dep_len,es,ar,residual,stanza,mbert-base,High,-0.002364932901181782
dep_len,es,ar,residual,stanza,mbert-base,Medium,-0.002914143863147478
dep_len,es,ar,residual,stanza,mbert-base,Low,0.004893694863161935
sent_len,es,ar,residual,stanza,xlmr-base,Medium,0.0017338325468139182
sent_len,es,ar,residual,stanza,xlmr-base,Low,-0.002019401805493093
sent_len,es,ar,residual,stanza,xlmr-base,High,0.0017001676717955938
lex_len,es,ar,residual,stanza,xlmr-base,High,-0.0005867108071764271
lex_len,es,ar,residual,stanza,xlmr-base,Low,0.0038383591315582777
lex_len,es,ar,residual,stanza,xlmr-base,Medium,-5.137023973089683e-06
dep_len,es,ar,residual,stanza,xlmr-base,High,-0.001548167460424077
dep_len,es,ar,residual,stanza,xlmr-base,Medium,-0.002422794587099042
dep_len,es,ar,residual,stanza,xlmr-base,Low,0.005347545129683606
sent_len,es,ar,residual,trankit,mbert-base,Medium,0.0006067931366695589
sent_len,es,ar,residual,trankit,mbert-base,Low,-0.0024360612755219835
sent_len,es,ar,residual,trankit,mbert-base,High,0.0017752009262110846
lex_len,es,ar,residual,trankit,mbert-base,High,-1.5552058971746163e-05
lex_len,es,ar,residual,trankit,mbert-base,Low,0.0034367863237718677
lex_len,es,ar,residual,trankit,mbert-base,Medium,-0.0017058117666355344
dep_len,es,ar,residual,trankit,mbert-base,High,-0.0017493570092089739
dep_len,es,ar,residual,trankit,mbert-base,Medium,-0.001996536676928007
dep_len,es,ar,residual,trankit,mbert-base,Low,0.005197249725615194
sent_len,es,ar,residual,trankit,xlmr-base,Medium,0.0002664178970938069
sent_len,es,ar,residual,trankit,xlmr-base,Low,0.0014171852967908016
sent_len,es,ar,residual,trankit,xlmr-base,High,0.0008047576664101941
lex_len,es,ar,residual,trankit,xlmr-base,High,-8.193650932375451e-05
lex_len,es,ar,residual,trankit,xlmr-base,Low,0.003597945067400632
lex_len,es,ar,residual,trankit,xlmr-base,Medium,-0.0007537503378801658
dep_len,es,ar,residual,trankit,xlmr-base,High,-0.0014190239788267611
dep_len,es,ar,residual,trankit,xlmr-base,Medium,-0.0018786131256089966
dep_len,es,ar,residual,trankit,xlmr-base,Low,0.005197169009625524
sent_len,es,zh,residual,stanza,mbert-base,Medium,0.0009668829803664014
sent_len,es,zh,residual,stanza,mbert-base,Low,0.0012454548304607904
sent_len,es,zh,residual,stanza,mbert-base,High,0.0017420407045870556
lex_len,es,zh,residual,stanza,mbert-base,High,0.0012362670256220731
lex_len,es,zh,residual,stanza,mbert-base,Low,0.0019135614951553137
lex_len,es,zh,residual,stanza,mbert-base,Medium,0.0013565579229805058
dep_len,es,zh,residual,stanza,mbert-base,High,-0.0008002167807624749
dep_len,es,zh,residual,stanza,mbert-base,Medium,-0.001461493609084652
dep_len,es,zh,residual,stanza,mbert-base,Low,0.005277479022766318
sent_len,es,zh,residual,stanza,xlmr-base,Medium,0.003060926829898114
sent_len,es,zh,residual,stanza,xlmr-base,Low,0.0005050771832536549
sent_len,es,zh,residual,stanza,xlmr-base,High,0.0017312563244551438
lex_len,es,zh,residual,stanza,xlmr-base,High,0.0008005356821405574
lex_len,es,zh,residual,stanza,xlmr-base,Low,0.0044688930006158145
lex_len,es,zh,residual,stanza,xlmr-base,Medium,0.0006152222888418102
dep_len,es,zh,residual,stanza,xlmr-base,High,-0.00012637900587253448
dep_len,es,zh,residual,stanza,xlmr-base,Medium,-0.0007262609433316136
dep_len,es,zh,residual,stanza,xlmr-base,Low,0.005190818541198183
sent_len,es,zh,residual,trankit,mbert-base,Medium,-0.002276048785132545
sent_len,es,zh,residual,trankit,mbert-base,Low,0.0032958715879861655
sent_len,es,zh,residual,trankit,mbert-base,High,0.002637607256021246
lex_len,es,zh,residual,trankit,mbert-base,High,0.0020714827256704815
lex_len,es,zh,residual,trankit,mbert-base,Low,0.004142540193966648
lex_len,es,zh,residual,trankit,mbert-base,Medium,-0.0010602753556967492
dep_len,es,zh,residual,trankit,mbert-base,High,0.000495919711284265
dep_len,es,zh,residual,trankit,mbert-base,Medium,-0.00041082447651152876
dep_len,es,zh,residual,trankit,mbert-base,Low,0.005219283591445523
sent_len,es,zh,residual,trankit,xlmr-base,Medium,0.00018001473052398076
sent_len,es,zh,residual,trankit,xlmr-base,Low,0.0062087794466354485
sent_len,es,zh,residual,trankit,xlmr-base,High,0.001688735640394956
lex_len,es,zh,residual,trankit,xlmr-base,High,0.002189666227533027
lex_len,es,zh,residual,trankit,xlmr-base,Medium,0.0027625198914288385
lex_len,es,zh,residual,trankit,xlmr-base,Low,0.0007453851828610469
dep_len,es,zh,residual,trankit,xlmr-base,High,0.0014286359877557775
dep_len,es,zh,residual,trankit,xlmr-base,Medium,-0.00044680500973881543
dep_len,es,zh,residual,trankit,xlmr-base,Low,0.005460442389309206
sent_len,fr,en,residual,stanza,mbert-base,Low,0.0036844660667796347
sent_len,fr,en,residual,stanza,mbert-base,Medium,0.0008793777398559133
sent_len,fr,en,residual,stanza,mbert-base,High,0.0013225874357692957
lex_len,fr,en,residual,stanza,mbert-base,High,0.0026129756357148315
lex_len,fr,en,residual,stanza,mbert-base,Low,0.002237842197464257
lex_len,fr,en,residual,stanza,mbert-base,Medium,0.00019055339319118403
dep_len,fr,en,residual,stanza,mbert-base,High,0.0013686508492988247
dep_len,fr,en,residual,stanza,mbert-base,Medium,-0.001196961812930608
dep_len,fr,en,residual,stanza,mbert-base,Low,0.005231312617332229
sent_len,fr,en,residual,stanza,xlmr-base,Low,0.002617758360005551
sent_len,fr,en,residual,stanza,xlmr-base,Medium,0.0034068996523183293
sent_len,fr,en,residual,stanza,xlmr-base,High,0.0009111471465821364
lex_len,fr,en,residual,stanza,xlmr-base,High,0.0016726484523831298
lex_len,fr,en,residual,stanza,xlmr-base,Low,0.002530144813536861
lex_len,fr,en,residual,stanza,xlmr-base,Medium,0.00352158786142176
dep_len,fr,en,residual,stanza,xlmr-base,High,0.001461484531588897
dep_len,fr,en,residual,stanza,xlmr-base,Medium,-0.000985277019911912
dep_len,fr,en,residual,stanza,xlmr-base,Low,0.0058655016264292925
sent_len,fr,en,residual,trankit,mbert-base,Medium,0.004054017417788658
sent_len,fr,en,residual,trankit,mbert-base,Low,0.0031313385991702525
sent_len,fr,en,residual,trankit,mbert-base,High,-0.0006435961980221228
lex_len,fr,en,residual,trankit,mbert-base,High,0.0016248195909862595
lex_len,fr,en,residual,trankit,mbert-base,Low,0.004927669599851581
lex_len,fr,en,residual,trankit,mbert-base,Medium,-0.0008175174998688028
dep_len,fr,en,residual,trankit,mbert-base,High,0.0009741713717494882
dep_len,fr,en,residual,trankit,mbert-base,Medium,-0.001378111772383006
dep_len,fr,en,residual,trankit,mbert-base,Low,0.005981208316334863
sent_len,fr,en,residual,trankit,xlmr-base,Low,0.002888590154709214
sent_len,fr,en,residual,trankit,xlmr-base,Medium,0.003689941501314742
sent_len,fr,en,residual,trankit,xlmr-base,High,-0.00023416439833723324
lex_len,fr,en,residual,trankit,xlmr-base,High,0.002099691489049982
lex_len,fr,en,residual,trankit,xlmr-base,Low,0.005793010468534643
lex_len,fr,en,residual,trankit,xlmr-base,Medium,-0.0007331206470303497
dep_len,fr,en,residual,trankit,xlmr-base,High,0.001292374748538272
dep_len,fr,en,residual,trankit,xlmr-base,Medium,-0.0008435721489283843
dep_len,fr,en,residual,trankit,xlmr-base,Low,0.00653635353491222
sent_len,fr,es,residual,stanza,mbert-base,Medium,-0.0002866365015669059
sent_len,fr,es,residual,stanza,mbert-base,Low,0.002220749273026401
sent_len,fr,es,residual,stanza,mbert-base,High,0.0032606253690342646
lex_len,fr,es,residual,stanza,mbert-base,High,0.0029928449573302096
lex_len,fr,es,residual,stanza,mbert-base,Low,0.00577603319899711
lex_len,fr,es,residual,stanza,mbert-base,Medium,-0.0016705055378051226
dep_len,fr,es,residual,stanza,mbert-base,High,0.0017243569943281578
dep_len,fr,es,residual,stanza,mbert-base,Medium,-0.0008460618865517855
dep_len,fr,es,residual,stanza,mbert-base,Low,0.0062289715189906
sent_len,fr,es,residual,stanza,xlmr-base,Medium,0.002161976989847547
sent_len,fr,es,residual,stanza,xlmr-base,Low,0.002869571880166122
sent_len,fr,es,residual,stanza,xlmr-base,High,0.002454785612429511
lex_len,fr,es,residual,stanza,xlmr-base,High,0.002265839478648224
lex_len,fr,es,residual,stanza,xlmr-base,Low,0.0060292465803951645
lex_len,fr,es,residual,stanza,xlmr-base,Medium,0.001759304082600277
dep_len,fr,es,residual,stanza,xlmr-base,High,0.002188454482827895
dep_len,fr,es,residual,stanza,xlmr-base,Medium,-0.0004285857484793709
dep_len,fr,es,residual,stanza,xlmr-base,Low,0.00649167155748509
sent_len,fr,es,residual,trankit,mbert-base,Medium,0.0014826833682780594
sent_len,fr,es,residual,trankit,mbert-base,Low,0.001724414210259928
sent_len,fr,es,residual,trankit,mbert-base,High,0.003702896294766167
lex_len,fr,es,residual,trankit,mbert-base,High,0.0026148159496617307
lex_len,fr,es,residual,trankit,mbert-base,Low,0.0061140683537856955
lex_len,fr,es,residual,trankit,mbert-base,Medium,0.0021588227300449736
dep_len,fr,es,residual,trankit,mbert-base,High,0.0025279991631481646
dep_len,fr,es,residual,trankit,mbert-base,Medium,-0.0004420920394632155
dep_len,fr,es,residual,trankit,mbert-base,Low,0.006547764106499154
sent_len,fr,es,residual,trankit,xlmr-base,Medium,5.839593053236225e-05
sent_len,fr,es,residual,trankit,xlmr-base,Low,0.003727060361831347
sent_len,fr,es,residual,trankit,xlmr-base,High,0.0032258361958608095
lex_len,fr,es,residual,trankit,xlmr-base,High,0.002708213498297418
lex_len,fr,es,residual,trankit,xlmr-base,Low,0.006118958927543883
lex_len,fr,es,residual,trankit,xlmr-base,Medium,0.0012060286014440313
dep_len,fr,es,residual,trankit,xlmr-base,High,0.0023205301004675105
dep_len,fr,es,residual,trankit,xlmr-base,Medium,-0.00013837726547150098
dep_len,fr,es,residual,trankit,xlmr-base,Low,0.006563238254084114
sent_len,fr,fr,residual,stanza,mbert-base,High,0.0022468765860589324
sent_len,fr,fr,residual,stanza,mbert-base,Medium,-0.0013223911525477305
sent_len,fr,fr,residual,stanza,mbert-base,Low,0.012104886514447188
lex_len,fr,fr,residual,stanza,mbert-base,High,0.0025958105899833717
lex_len,fr,fr,residual,stanza,mbert-base,Low,0.005409750039431227
lex_len,fr,fr,residual,stanza,mbert-base,Medium,0.0009076065217776819
dep_len,fr,fr,residual,stanza,mbert-base,High,0.0024941557382059942
dep_len,fr,fr,residual,stanza,mbert-base,Medium,-0.0005519211849153161
dep_len,fr,fr,residual,stanza,mbert-base,Low,0.006142953463571632
sent_len,fr,fr,residual,stanza,xlmr-base,Medium,0.00014391730300322703
sent_len,fr,fr,residual,stanza,xlmr-base,Low,0.007813038859428634
sent_len,fr,fr,residual,stanza,xlmr-base,High,0.002193960150420504
lex_len,fr,fr,residual,stanza,xlmr-base,High,0.0029221723110104403
lex_len,fr,fr,residual,stanza,xlmr-base,Low,0.004313801783174531
lex_len,fr,fr,residual,stanza,xlmr-base,Medium,0.001183936899128435
dep_len,fr,fr,residual,stanza,xlmr-base,High,0.002892597214564363
dep_len,fr,fr,residual,stanza,xlmr-base,Medium,-0.0016352451496753906
dep_len,fr,fr,residual,stanza,xlmr-base,Low,0.0056990077651124516
sent_len,fr,fr,residual,trankit,mbert-base,High,0.0017482589555954942
sent_len,fr,fr,residual,trankit,mbert-base,Medium,0.0003784140430460603
sent_len,fr,fr,residual,trankit,mbert-base,Low,0.010473004710210176
lex_len,fr,fr,residual,trankit,mbert-base,High,0.003255661204078719
lex_len,fr,fr,residual,trankit,mbert-base,Low,0.00469928580730905
lex_len,fr,fr,residual,trankit,mbert-base,Medium,-0.0011843136705939061
dep_len,fr,fr,residual,trankit,mbert-base,High,0.0030654790522759434
dep_len,fr,fr,residual,trankit,mbert-base,Medium,-0.002042131482823617
dep_len,fr,fr,residual,trankit,mbert-base,Low,0.005382881648993143
sent_len,fr,fr,residual,trankit,xlmr-base,High,0.0024718818798817876
sent_len,fr,fr,residual,trankit,xlmr-base,Medium,-0.0014721536720401218
sent_len,fr,fr,residual,trankit,xlmr-base,Low,0.015143539602330613
lex_len,fr,fr,residual,trankit,xlmr-base,High,0.003641975336469261
lex_len,fr,fr,residual,trankit,xlmr-base,Low,0.003893335819181498
lex_len,fr,fr,residual,trankit,xlmr-base,Medium,-0.0006817438080489735
dep_len,fr,fr,residual,trankit,xlmr-base,High,0.003367394708398197
dep_len,fr,fr,residual,trankit,xlmr-base,Medium,-0.0017710877869283603
dep_len,fr,fr,residual,trankit,xlmr-base,Low,0.005489888109050489
sent_len,fr,it,residual,stanza,mbert-base,High,0.002477683902547101
sent_len,fr,it,residual,stanza,mbert-base,Medium,-0.0013035526674385345
sent_len,fr,it,residual,stanza,mbert-base,Low,0.018823346692286247
lex_len,fr,it,residual,stanza,mbert-base,High,0.003116166757203831
lex_len,fr,it,residual,stanza,mbert-base,Medium,0.0027570714224481874
lex_len,fr,it,residual,stanza,mbert-base,Low,0.008510946867772096
dep_len,fr,it,residual,stanza,mbert-base,High,0.0027326745883637926
dep_len,fr,it,residual,stanza,mbert-base,Medium,0.0022098983413341156
dep_len,fr,it,residual,stanza,mbert-base,Low,0.00556549715674115
sent_len,fr,it,residual,stanza,xlmr-base,High,0.0027130082484360107
sent_len,fr,it,residual,stanza,xlmr-base,Medium,-0.0030778893984045874
sent_len,fr,it,residual,stanza,xlmr-base,Low,0.012695521235196794
lex_len,fr,it,residual,stanza,xlmr-base,High,0.0035021361119498273
lex_len,fr,it,residual,stanza,xlmr-base,Medium,0.004345111599418416
lex_len,fr,it,residual,stanza,xlmr-base,Low,0.0031179340597927707
dep_len,fr,it,residual,stanza,xlmr-base,High,0.0032500485647458666
dep_len,fr,it,residual,stanza,xlmr-base,Medium,0.0030495127135834466
dep_len,fr,it,residual,stanza,xlmr-base,Low,0.00543511313455225
sent_len,fr,it,residual,trankit,mbert-base,High,0.001920466564497847
sent_len,fr,it,residual,trankit,mbert-base,Medium,0.007305323942832342
sent_len,fr,it,residual,trankit,mbert-base,Low,0.016734384465446173
lex_len,fr,it,residual,trankit,mbert-base,High,0.0027642785724274477
lex_len,fr,it,residual,trankit,mbert-base,Medium,0.0017689016654740541
lex_len,fr,it,residual,trankit,mbert-base,Low,0.007928429708956353
dep_len,fr,it,residual,trankit,mbert-base,High,0.0030757403908854286
dep_len,fr,it,residual,trankit,mbert-base,Medium,0.002819422008336514
dep_len,fr,it,residual,trankit,mbert-base,Low,0.0049074320561866
sent_len,fr,it,residual,trankit,xlmr-base,High,0.0025964877110981055
sent_len,fr,it,residual,trankit,xlmr-base,Medium,-0.0007716239110682199
sent_len,fr,it,residual,trankit,xlmr-base,Low,0.020473539797808415
lex_len,fr,it,residual,trankit,xlmr-base,High,0.0030008526741958086
lex_len,fr,it,residual,trankit,xlmr-base,Medium,0.0016422543353028507
lex_len,fr,it,residual,trankit,xlmr-base,Low,0.007950221022177573
dep_len,fr,it,residual,trankit,xlmr-base,High,0.003247349311587322
dep_len,fr,it,residual,trankit,xlmr-base,Medium,0.0031835608226902234
dep_len,fr,it,residual,trankit,xlmr-base,Low,0.004665964919177035
sent_len,fr,de,residual,stanza,mbert-base,Medium,0.003344061467243309
sent_len,fr,de,residual,stanza,mbert-base,Low,0.003794689063799428
sent_len,fr,de,residual,stanza,mbert-base,High,0.0029030740456128523
lex_len,fr,de,residual,stanza,mbert-base,High,0.004651092419533431
lex_len,fr,de,residual,stanza,mbert-base,Low,0.0036271707921714524
lex_len,fr,de,residual,stanza,mbert-base,Medium,0.0008058587355735947
dep_len,fr,de,residual,stanza,mbert-base,High,0.0036737291083804857
dep_len,fr,de,residual,stanza,mbert-base,Medium,-0.0008364975565038346
dep_len,fr,de,residual,stanza,mbert-base,Low,0.005082954992696953
sent_len,fr,de,residual,stanza,xlmr-base,Medium,-0.000870917833366458
sent_len,fr,de,residual,stanza,xlmr-base,Low,0.005091174257080833
sent_len,fr,de,residual,stanza,xlmr-base,High,0.0037434705356371722
lex_len,fr,de,residual,stanza,xlmr-base,High,0.0035400393751324755
lex_len,fr,de,residual,stanza,xlmr-base,Low,0.0024726588681419637
lex_len,fr,de,residual,stanza,xlmr-base,Medium,0.005264618385146469
dep_len,fr,de,residual,stanza,xlmr-base,High,0.0035237315951309744
dep_len,fr,de,residual,stanza,xlmr-base,Medium,-0.00015898126956548353
dep_len,fr,de,residual,stanza,xlmr-base,Low,0.005315214088812192
sent_len,fr,de,residual,trankit,mbert-base,Medium,0.002870002500637181
sent_len,fr,de,residual,trankit,mbert-base,Low,0.0034270503105954253
sent_len,fr,de,residual,trankit,mbert-base,High,0.0031194763112974977
lex_len,fr,de,residual,trankit,mbert-base,High,0.003819051034987808
lex_len,fr,de,residual,trankit,mbert-base,Low,0.003584180447949281
lex_len,fr,de,residual,trankit,mbert-base,Medium,0.0022407624322536845
dep_len,fr,de,residual,trankit,mbert-base,High,0.0034155396151238637
dep_len,fr,de,residual,trankit,mbert-base,Medium,-0.00035900203860417257
dep_len,fr,de,residual,trankit,mbert-base,Low,0.004881052880266745
sent_len,fr,de,residual,trankit,xlmr-base,Medium,1.2893426793447738e-05
sent_len,fr,de,residual,trankit,xlmr-base,Low,0.004882473911991592
sent_len,fr,de,residual,trankit,xlmr-base,High,0.004406664250270365
lex_len,fr,de,residual,trankit,xlmr-base,High,0.004724840331262858
lex_len,fr,de,residual,trankit,xlmr-base,Low,0.004360543620806401
lex_len,fr,de,residual,trankit,xlmr-base,Medium,0.001306654572828192
dep_len,fr,de,residual,trankit,xlmr-base,High,0.0038407193982057386
dep_len,fr,de,residual,trankit,xlmr-base,Medium,0.00039603820452882577
dep_len,fr,de,residual,trankit,xlmr-base,Low,0.005392211694361659
sent_len,fr,ar,residual,stanza,mbert-base,Medium,0.0024000814090745504
sent_len,fr,ar,residual,stanza,mbert-base,Low,0.004288529427766585
sent_len,fr,ar,residual,stanza,mbert-base,High,0.003521848655625992
lex_len,fr,ar,residual,stanza,mbert-base,High,0.003315681331055642
lex_len,fr,ar,residual,stanza,mbert-base,Low,0.0025303671398917427
lex_len,fr,ar,residual,stanza,mbert-base,Medium,0.00573188510442435
dep_len,fr,ar,residual,stanza,mbert-base,High,0.0036530705999682223
dep_len,fr,ar,residual,stanza,mbert-base,Medium,-0.0005340548375663001
dep_len,fr,ar,residual,stanza,mbert-base,Low,0.005241134261891989
sent_len,fr,ar,residual,stanza,xlmr-base,Medium,0.0007384165353612193
sent_len,fr,ar,residual,stanza,xlmr-base,Low,0.004142735433402489
sent_len,fr,ar,residual,stanza,xlmr-base,High,0.003882720757565017
lex_len,fr,ar,residual,stanza,xlmr-base,High,0.003044289223360974
lex_len,fr,ar,residual,stanza,xlmr-base,Low,0.0041111604517407585
lex_len,fr,ar,residual,stanza,xlmr-base,Medium,0.004457286041266717
dep_len,fr,ar,residual,stanza,xlmr-base,High,0.0037960361100746187
dep_len,fr,ar,residual,stanza,xlmr-base,Medium,-0.000868113229613221
dep_len,fr,ar,residual,stanza,xlmr-base,Low,0.004938184352423991
sent_len,fr,ar,residual,trankit,mbert-base,Medium,0.001330249669159289
sent_len,fr,ar,residual,trankit,mbert-base,Low,0.0034940596471223495
sent_len,fr,ar,residual,trankit,mbert-base,High,0.0035130627017351257
lex_len,fr,ar,residual,trankit,mbert-base,High,0.004012397674591717
lex_len,fr,ar,residual,trankit,mbert-base,Low,0.0039198451384796495
lex_len,fr,ar,residual,trankit,mbert-base,Medium,0.0016346552735861941
dep_len,fr,ar,residual,trankit,mbert-base,High,0.0037088762172595713
dep_len,fr,ar,residual,trankit,mbert-base,Medium,-0.0014137937446295767
dep_len,fr,ar,residual,trankit,mbert-base,Low,0.004982365354684548
sent_len,fr,ar,residual,trankit,xlmr-base,Medium,-4.482950314221856e-05
sent_len,fr,ar,residual,trankit,xlmr-base,Low,0.007090099803837235
sent_len,fr,ar,residual,trankit,xlmr-base,High,0.0033674102109038095
lex_len,fr,ar,residual,trankit,xlmr-base,High,0.003922881310984283
lex_len,fr,ar,residual,trankit,xlmr-base,Low,0.004012983996966479
lex_len,fr,ar,residual,trankit,xlmr-base,Medium,0.00013036400091837042
dep_len,fr,ar,residual,trankit,xlmr-base,High,0.0037700818866450714
dep_len,fr,ar,residual,trankit,xlmr-base,Medium,-0.0012225005954685786
dep_len,fr,ar,residual,trankit,xlmr-base,Low,0.004942180316561351
sent_len,fr,zh,residual,stanza,mbert-base,Medium,0.002927614089135
sent_len,fr,zh,residual,stanza,mbert-base,Low,0.0028575213711564684
sent_len,fr,zh,residual,stanza,mbert-base,High,0.0036597240903936124
lex_len,fr,zh,residual,stanza,mbert-base,High,0.0029977541640685557
lex_len,fr,zh,residual,stanza,mbert-base,Low,0.002725113603864515
lex_len,fr,zh,residual,stanza,mbert-base,Medium,0.005864184890423507
dep_len,fr,zh,residual,stanza,mbert-base,High,0.0032452853981265184
dep_len,fr,zh,residual,stanza,mbert-base,Medium,0.000510322172829758
dep_len,fr,zh,residual,stanza,mbert-base,Low,0.004523528244993358
sent_len,fr,zh,residual,stanza,xlmr-base,Medium,0.0003877204145070756
sent_len,fr,zh,residual,stanza,xlmr-base,Low,0.0035952686147103785
sent_len,fr,zh,residual,stanza,xlmr-base,High,0.0034816233687530174
lex_len,fr,zh,residual,stanza,xlmr-base,High,0.0032435643698003336
lex_len,fr,zh,residual,stanza,xlmr-base,Low,0.0037220559312283186
lex_len,fr,zh,residual,stanza,xlmr-base,Medium,0.003256258454486627
dep_len,fr,zh,residual,stanza,xlmr-base,High,0.0036240589111484756
dep_len,fr,zh,residual,stanza,xlmr-base,Medium,0.0005506196390914209
dep_len,fr,zh,residual,stanza,xlmr-base,Low,0.00423483164251881
sent_len,fr,zh,residual,trankit,mbert-base,Medium,2.5251384363933482e-05
sent_len,fr,zh,residual,trankit,mbert-base,Low,0.004115643979378469
sent_len,fr,zh,residual,trankit,mbert-base,High,0.003759671906452655
lex_len,fr,zh,residual,trankit,mbert-base,High,0.004145562141394721
lex_len,fr,zh,residual,trankit,mbert-base,Low,0.003455302896422374
lex_len,fr,zh,residual,trankit,mbert-base,Medium,0.0011171403709685501
dep_len,fr,zh,residual,trankit,mbert-base,High,0.003778399582619274
dep_len,fr,zh,residual,trankit,mbert-base,Medium,-0.00154800112943132
dep_len,fr,zh,residual,trankit,mbert-base,Low,0.004002373369333068
sent_len,fr,zh,residual,trankit,xlmr-base,Medium,0.0004969776056186204
sent_len,fr,zh,residual,trankit,xlmr-base,Low,0.008038371389328614
sent_len,fr,zh,residual,trankit,xlmr-base,High,0.0028069184857368867
lex_len,fr,zh,residual,trankit,xlmr-base,High,0.0037854934486272196
lex_len,fr,zh,residual,trankit,xlmr-base,Medium,0.00274658617770962
lex_len,fr,zh,residual,trankit,xlmr-base,Low,0.003514306265192668
dep_len,fr,zh,residual,trankit,xlmr-base,High,0.003981252298748128
dep_len,fr,zh,residual,trankit,xlmr-base,Medium,-0.0013542426395161122
dep_len,fr,zh,residual,trankit,xlmr-base,Low,0.004199809815238709
sent_len,it,en,residual,stanza,mbert-base,Low,0.004645841582666677
sent_len,it,en,residual,stanza,mbert-base,Medium,0.0025492870109770083
sent_len,it,en,residual,stanza,mbert-base,High,0.0020652670471004164
lex_len,it,en,residual,stanza,mbert-base,High,0.0040602379375742625
lex_len,it,en,residual,stanza,mbert-base,Low,0.0023709886721247075
lex_len,it,en,residual,stanza,mbert-base,Medium,0.0036144251639844693
dep_len,it,en,residual,stanza,mbert-base,High,0.0035674118712908376
dep_len,it,en,residual,stanza,mbert-base,Medium,-0.0015382491544478905
dep_len,it,en,residual,stanza,mbert-base,Low,0.003922334799023042
sent_len,it,en,residual,stanza,xlmr-base,Low,0.0032359406084614406
sent_len,it,en,residual,stanza,xlmr-base,Medium,0.004620971794941031
sent_len,it,en,residual,stanza,xlmr-base,High,0.0015875323944164466
