Filename,Accuracy,Precision,Recall,F1 Score,Macro F1 Score
redfm-fr-mistral_zshot_prompt-stanza-test-better_prompt.json,0.9578205128205128,0.30777903043968435,0.28,0.29323308270676696,0.30422176177297033
redfm-fr-mistral_zshot_prompt-trankit-test-better_prompt.json,0.9586538461538462,0.31958762886597936,0.28615384615384615,0.3019480519480519,0.31048875471724485
redfm-it-llama3_zshot_prompt-stanza-test-better_prompt.json,0.0362126572327044,0.031359573312262336,0.9984276729559748,0.06080919320086186,0.060824149810825054
redfm-it-llama3_zshot_prompt-trankit-test-better_prompt.json,0.03981065837937385,0.03142463168589883,0.9967771639042358,0.06092841966032054,0.06095144284691445
redfm-it-mistral_zshot_prompt-stanza-test-better_prompt.json,0.9563478360957642,0.27897435897435896,0.2504604051565378,0.2639495390587094,0.33375681091786563
redfm-it-mistral_zshot_prompt-trankit-test-better_prompt.json,0.9558586556169429,0.27049180327868855,0.2430939226519337,0.2560620756547042,0.3271523811278844
redfm-zh-llama3_zshot_prompt-stanza-test-better_prompt.json,0.920013197586727,0.15829477858559154,0.361236802413273,0.22012867647058823,0.24761901510355366
redfm-zh-llama3_zshot_prompt-trankit-test-better_prompt.json,0.9067684766214178,0.1328866554997208,0.358974358974359,0.1939690301548492,0.24188679211091565
redfm-zh-mistral_zshot_prompt-stanza-test-better_prompt.json,0.9566365007541479,0.30500758725341426,0.3031674208144796,0.3040847201210288,0.3325258223175814
redfm-zh-mistral_zshot_prompt-trankit-test-better_prompt.json,0.9566836349924586,0.3112094395280236,0.31825037707390647,0.31469052945563014,0.3406425370817485
